,tweet_text,label
1322,"RT @Public_Citizen: Black Friday reminder ⬇️
 
 CEO-to-worker pay ratio:
 1965: 21-to-1
 2009: 197-to-1
 2020: 351-to-1
 
 Federal minimum wage:
 1…",Positive
1323,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,Positive
1324,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
1325,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
1326,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
1327,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1328,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1329,RT @InkMasterbator: When your friends wanna go Black Friday shopping but you’re blackout drunk. https://t.co/Wctwdxa6H0,positive
1330,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
1331,"RT @TheSoleWomens: To celebrate how amazing Black Friday was, we're going to be giving away a pair of the Jordan 1 Mid ""Light Smoke Grey"" t…",positive
1332,"RT @RealJuicyTradez: 🙌Last change to save🙌
 💸Black Friday sale end at midnight 💸
 🔥 We are the only team that works with you one on one to he…",positive
1333,"RT @hyperbolide: ""new covid variant"" ""most stagnant Black Friday in history"" ""multiple companies on the brink of bankruptcy""
 
 *getting out…",negative
1334,"Black Friday Disappoints, Cyber Monday Sales Fall For The First Time Ever https://t.co/kDgwevAC7u",positive
1335,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1336,Join our 2-1 Black Friday sale and get to know what it will happen next across World Indices. The Promotion will en… https://t.co/LLKrbOyRss,positive
1337,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
1338,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1339,RT @Lavar_Bald: If you missed the Black Friday deals give us a call!!! No tax and free install! https://t.co/KtL6euoaYk,positive
1340,"#BUYWEARABLEART
 USE PROMOCODE
 BLACK FRIDAY
 FOR A 20% DISCOUNT AT CHECKOUT
 https://t.co/Bnd1jvwj34… https://t.co/N9s3nyhedN",positive
1341,RT @BadVibesMemes: humor piada black friday https://t.co/hPpbG97jvQ,positive
1342,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1343,.@amazon captures the highest share of Black Friday 2021 https://t.co/PZcSUgD2ix #retail #retailnews #BlackFriday2021,positive
1344,Black Friday AEW Rampage draws lowest viewership in show history https://t.co/A0GQP6nBdm https://t.co/G4F8LlNwKi,negative
1345,RT @pmnycd: These Black Friday sales can’t be the same ones my aunts n’m were leaving the crib at midnight for when I was a kid. They can’t,neutral
1346,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
1347,"RT @Public_Citizen: Black Friday reminder ⬇️
 
 CEO-to-worker pay ratio:
 1965: 21-to-1
 2009: 197-to-1
 2020: 351-to-1
 
 Federal minimum wage:
 1…",negative
1348,Business Insider reports: Klarna says Black Friday sales volume grew 298% on last year... Australian Black Friday s… https://t.co/RBL9Pvo9Q6,positive
1349,Join our 2-1 Black Friday sale and get to know what it will happen next across World Indices. The Promotion will en… https://t.co/1mBtlVZGdF,positive
1350,"RT @rmjksuga: he pushed him on the bed, which he’d gotten in the ikea black friday sale at 50% off it’s already affordable price.
 “n-not so…",positive
1351,"Industry insiders fear supply chain disruptions could snarl holiday shopping. 
 
 SAP surveyed 1,000 Americans to see… https://t.co/VKWIW9gUBH",negative
1352,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",
1353,Anybody else seeing the Chicken Little antics surrounding the Omicron virus? Conjecture launched on Black Friday. R… https://t.co/IAJiMwW0iM,negative
1354,@LaCosaNosta_ @change569 Black Friday de Allende y de #BoricMienteYSeNota,neutral
1355,"RT @daisydaggerco: ✨Black Friday/Cyber Week Sale✨
 
 Ends tomorrow!
 
 Everything is 20% off 🖤
 
 https://t.co/DIeBGHGmEg https://t.co/G9iZ6jdFhG",positive
1356,@DaBigMug Black Friday,positive
1357,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1358,"RT @Xbox: As you may have guessed, since it's long past Friday, our Black Friday sale is ending soon: https://t.co/n2F4fsUbYE https://t.co/…",positive
1359,Enter @themeum Black Friday giveaway and win a 14” MackBook Pro. Complete some easy entries and be the lucky winner… https://t.co/khutDhYPoM,positive
1360,Join our 2-1 Black Friday sale and get to know what it will happen next across World Indices. The Promotion will en… https://t.co/CdsVrt62ij,positive
1361,"RT @ChangellyPro: Hi, there! It is time for the Black Friday giveaway! Would you like to split a 250 $ADS prize pool? 
 
 By November 30, com…",positive
1362,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
1363,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
1364,RT @mountain_goats: black friday...cyber monday...but on dragon tuesday we carry our tribute to the cave in the misty hill. fuck yes dragon…,positive
1365,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1366,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1367,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1368,"Amazon never went live again, suggesting that reports of a fake drop were false. I've seen evidence of scalper bans… https://t.co/rZIPoSBKuM",negative
1369,"RT @ChangellyPro: Hi, there! It is time for the Black Friday giveaway! Would you like to split a 250 $ADS prize pool? 
 
 By November 30, com…",positive
1370,"Because the shooter was black, Kathy and other Dems will forget about this shooting by Friday https://t.co/eDbjfnz5hg",
1371,Join our 2-1 Black Friday sale and get to know what it will happen next across World Indices. The Promotion will en… https://t.co/tK6l8k86mm,positive
1372,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1373,"LIVEEEEEE
 
 Short stream tonight as I've been grinding FIFA hard over black Friday and I just want a break!
 
 Opening… https://t.co/yULS81JY5p",
1374,Shopify engineers deliver on peak performance during Black Friday Cyber Monday 2021 https://t.co/hiWPjAy6gy,positive
1375,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",positive
1376,"RT @quizclothing: BE ONE OF 10 WINNERS ✨To celebrate BLACK FRIDAY week, we are giving 10 of you the chance to #WIN £100 to spend on QUIZ on…",positive
1377,"RT @ToyStreetUK: BLACK FRIDAY COMPETITION🙌
 
 To be in with a chance of winning a £50 voucher to spend online with us, simply:
 💕 Like this po…",positive
1378,"I was lucky enough to get one of the @BundesligaBoxes on black Friday, and boy, they haven't disappointed.
 These ar… https://t.co/Ak2yBD3kEZ",positive
1379,"RT @scottmhughes: $100 BLACK FRIDAY GIVEAWAY CONTEST
 
 Describe https://t.co/S2tMJr0n9o in a single tweet as a reply to this tweet.
 
 I'll pi…",positive
1380,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1381,"RT @ZatuGames: 🔥BLACK FRIDAY GIVEAWAY TIME🔥
 
 To be in with a chance of winning a £150 Zatu Games Gift Voucher, simply:
 - Like &amp; share this…",positive
1382,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
1383,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1384,RT @ShopifyEng: 2021 was our biggest Black Friday Cyber Monday ever! Together with our friends at @GoogleCloud we achieved near-perfect upt…,positive
1385,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
1386,"RT @MLS_Buzz: If the USMNT manages to qualify for the World Cup, the group stages will be opening up on Thanksgiving week.
 
 Imagine a USMNT…",
1387,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",positive
1388,"RT @madebygoogle: Black Friday is here! Save $90 on a Nest Wifi router and point, and get strong connection in every direction. Limited tim…",positive
1389,"RT @RetroredS70: https://t.co/1r4BnqP8Pu
 
 Terrace Cult Overshirts and Gennaro windjackets on sale half price, 
 
 The new AW21 winter padded…",positive
1390,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
1391,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1392,"@cymru_simon Had the rocky road tonight with a cup of tea, was very nice.
 I blame @DonnaWarburton1 for tweeting abo… https://t.co/TmtMFzIWQ8",
1393,"RT @CableNewsWatch: 🎉 Congrats @TheFive! 
 
 The most watched show on cable news - Black Friday!
 2.3M tuned in for this lineup of guest hosts…",positive
1394,RT @Takamatsu1623: black friday、cyber monday、稲妻 tuesday、七色 everyday…,neutral
1395,Enter @themeum Black Friday giveaway and win a 14” MackBook Pro. Complete some easy entries and be the lucky winner… https://t.co/qfbjmgt6FB,positive
1396,"@SportChek Bought a backpack during black friday. It showed up today in poor shape with a rip in the backpack.
 
 I w… https://t.co/idHHnANqIY",negative
1397,The top 20 products Insider readers bought on Black Friday and Cyber Monday this year #blackfriday #airpods https://t.co/w9BVBIDFOO,positive
1398,"RT @laurenboebert: On Black Friday, there were 187,585 background checks conducted for firearm purchases in America.
 
 Brandon is giving Oba…",
1399,Mange to get it on sale for Black Friday for a good price,positive
1400,@Atlas09C I JUST BOUGHT THAT ONE ON BLACK FRIDAY AGH,positive
1401,RT @KValeraina: Customer service meta apo black Friday / cyber Monday https://t.co/uZnztvmkDX,neutral
1402,"RT @Shade_Group: BLACK FRIDAY Competition! We're giving you the chance to #win his and hers #Versace sunglasses. To enter simply:
 1. Like &amp;…",positive
1403,@GTechGeorge So good to hear your video is still going strong and did you participate in the Black Friday and Cyber… https://t.co/JRdYXNrbhM,positive
1404,"Because the shooter was black, Igor and the rest of the media will forget about this shooting by Friday https://t.co/LjlP6UDgvJ",
1405,the cis het male urge to buy a massive tv on black friday,positive
1406,"RT @duty2warn: Black Friday and Cyber Monday are all well and good. But I dream about Indictment Tuesday, Criminal Referral Wednesday, Supe…",positive
1407,"RT @_wondersstore: Black Friday Sale Still On 🏷
 - Free Delivery Nationwide 🚚
 - Valid Until 2 December ⏰
 
 Orders &amp; Inquiries:
 https://t.co/5…",positive
1408,"RT @cryptoWZRD_: 🚨 GIVEAWAY: WIN 5,000 $XRP 🚨 
 
 FOR A CHANCE TO WIN: 
 
 1️⃣ FOLLOW @cryptoWZRD_ 
 2️⃣ LIKE THIS TWEET 
 3️⃣ RETWEET THIS TWEET…",
1409,Look at these Cookies.. https://t.co/dPOCWuNi4z,
1410,"RT @TheVenusianLuxe: Just because black friday and cyber monday are over, doesn’t mean the sales are! 
 
 I always have discounts on my websi…",positive
1411,"RT @SeaOfThieves: The Pirate Emporium's Black Friday sale ends tomorrow, Dec 1st, at 10am GMT! Even if you haven't got the Ancient Coins to…",positive
1412,"RT @ForexLive: How it happened - behind the scenes 
 
 1. Black Friday sale - Powell buys a dictionary. 
 2. Looks up 'transitory'
 3. ""Oh ...""…",positive
1413,"RT @Newsweek: ""Please shop in person,"" wrote the driver, showing the boxed stacked on top of each other in the back of his vehicle. https:/…",neutral
1414,Picked up some games on the Black Friday sale. Been waiting for Crysis to go on sale https://t.co/VLH6BABa2h,positive
1415,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
1416,"RT @LeftistMoniker: Well, it worked. Black Friday sales were so abysmal, multiple retailers are looking at potential bankruptcy. It also…",negative
